"","X","User_id","Gender","Text","Label"
"11865",11932,815731332,"male","And you can honor cultures without  channeling your inner  insert race   or  feeling ethnic",3
"11866",11933,815731333,"female","Hey if anyone is interested in getting community service hours and wants to volunteer at a concession stand at the FLGA game let me know",2
"11867",11934,815731334,"female","This is and has to be illegal   Savage  https t coFbVQMYIP9u",2
"11868",11935,815731335,"male","How Biases Affect Investor Behaviour by Kent Baker and Victor Ricciardi Downloadable PDF file https t coVBu2d5Dzmc",3
"11869",11936,815731336,"brand","Photo  recovery and happiness       https t coXZuFKmYeHO",1
"11870",11937,815731337,"female","I ve ran into some beautiful woman  pretty smiles  nice eyes  great hearts and a mean hustle   I just wasn t right for them       Vice versa",2
"11871",11938,815731338,"male","Letting People in the Door  How and why to get 2s page loads    by  https t conWt63nrA0a",3
"11872",11939,815731339,"male","BroadwayHD streaming service brings the theater to you  There  s no doubt live and on demand streaming services    https t coiHKcu33vvQ",3
"11873",11940,815731340,"brand","iCookie2  Please ReTweet  An In Depth Look at Storage and App Thinning on the New Apple TV   https t coVdI0afdFIL  apple  IOS",1
"11874",11941,815731341,"male","Loki looked up and shook his head  i was merely thinking  he said before raising to his feet  He made his way to the side",3
"11875",11942,815731342,"female","just know that i miss you And need you",2
"11876",11943,815731343,"male","NYC is the most overrated dump in the world  and it s not even close   You know  not like I travel or anything",3
"11877",11944,815731344,"brand","FA Cup first round draw  Ryan Giggs and Gary Neville s Salford City host Notts County   https t cor2XHnI52qq  BantaSocialTV",1
"11878",11945,815731345,"brand","I am now officialy partnered with TGN on both icynewyear channel and beyondthebeardpodcastplays",1
"11879",11946,815731346,"female","i fucking miss the tmh era so much they all looked so beautiful and tan and there was no stress i cry myself to sleep everyday",2
"11880",11947,815731347,"male","Arizona on Primetime hasnt done anything impressive dropping 10 of last 12 Balt plays good on Prime time and trying to beat Ariz 5 in a row",3
"11881",11948,815731348,"female","What happened here is that they probably took individuals who already had cancer and they found that they all had bacon in their diets",2
"11882",11949,815731349,"brand","See our latest  WestMonroe  LA  job and click to apply  CarhopSkating Carhop  Server    https t con8ZEtoxWDE  SONIC  Hospitality  Hiring",1
"11883",11950,815731350,"female","I will learn how to dance Kizomba and Zouk",2
"11884",11951,815731351,"female","i wish i could go back in time uno     then i wouldnt regret shit and feel like shit for atleast a week",2
"11885",11952,815731352,"male","I can t believe I have two mutuals who shade zico and none of them notice when I subtweet them smh",3
"11886",11953,815731353,"male","Thanks  Leslie  and Matt   I hope Jared really enjoys it",3
"11887",11954,815731354,"female","can yall block this garb je gets annoying and faggish   block him so he cant feel relevant",2
"11888",11955,815731355,"female","So I just took 2 pills for my stomach and since my back is killing me can I take 2 advils",2
"11889",11956,815731356,"brand","The cold weather is almost here  and that means its time to get in and enjoy the BEST Burgers in Parker  Come by    https t cof1ZyNke4Y4",1
"11890",11957,815731357,"female","I m so in love  Its one year later and I m still so in love with you my love of my life",2
"11891",11958,815731358,"female","face is boiling  hands and feet are freezing",2
"11892",11959,815731359,"female","Lol   people who think they re being deep but are really just copy and pasting text posts from Tumblr",2
"11893",11960,815731360,"brand","5 Fruits and Vegetables That Look Suspiciously Sexual   click here  https t codyaUnul9OO https t cohEcRpSlTHR",1
"11894",11961,815731361,"female","of   I am here for pleasure and entertainment  not for stress and negative things  I need to find the balance once again",2
"11895",11962,815731362,"brand","Please thank Liam for my tea  DELICIOUS  I added it to a bed of watercress and a spoon  or 2  of  s chilli jam  YUM",1
"11896",11963,815731363,"male","amen    and amen   this is what I be saying lol https t coNEBtUubLkB",3
"11897",11964,815731364,"brand","Auntum Hood and Cowl Pixie Hood Crochet Pixie by AddSomeStitches https t coEhYstpWvPY via   shoppershour  cosplay",1
"11898",11965,815731365,"female","When you re sick and your dog loves you bunches                https t coFzQ3AZfkpQ",2
"11899",11966,815731366,"male","SENATORS AND CONGRESSMEN YOU MUST JOIN TEAM BERNIE SANDERS  IF YOU WANT OUR VOTES",3
"11901",11968,815731368,"male","Really interesting surveystudy on  curiosity and how employees view their industry  https t coyy1dUPOESB   innovation",3
"11902",11969,815731369,"brand","Migration and Refugee Governance in the Mediterranean https t coYEPWhD6IrN",1
"11903",11970,815731370,"brand","FA Cup first round draw  Ryan Giggs and Gary Neville s Salford City host Notts County   https t coqxbqTfjCPL",1
"11904",11971,815731371,"male","1 he said he would pose and 2  beautiful https t coW0TarLl4Gw",3
"11905",11972,815731372,"brand","Mason Mill Rd   between Clairmont Rd  and Houston Mill Rd   is currently blocked by a downed tree  A Georgia  cont  https t coVfJpYWmyrV",1
"11906",11973,815731373,"male","you do a raw charge yeah  but you can walk forward s HP everytime  only stomps dont reach and have no charge  Kinda wack",3
"11907",11974,815731374,"female","Promote your visual content  publish and schedule  Pinterest pins for free  Check out  https t cocvk2EfWBnO",2
"11908",11975,815731375,"brand","Roma and Napoli bosses play down chances of Serie A title  success https t coCl5F0VQY1m",1
"11909",11976,815731376,"male","The easiest and safest way to find products and suppliers for maximum profits https t codkduFLDtUn",3
"11910",11977,815731377,"female","Cartoon network  cuddles and coca cola",2
"11911",11978,815731378,"female","Time and Grass   Central Park https t covdmzd5qpy0",2
"11912",11979,815731379,"female","meditate on these things   and the God of peace will be with you    Philippians 4 8 9 NKJV  Always keep a good attitude                    Blessed Day",2
"11913",11980,815731380,"brand","LS20 8BT add another e and you have a fighting chance of success",1
"11914",11981,815731381,"brand","due to his demurrer and then himrefusing to cover REGISTRY since ordering IRS seems futilke",1
"11915",11982,815731382,"female","if my future husband doesn t cry when I m at the altar I m turning around and doing a redo",2
"11916",11983,815731383,"male","It s only the forehock and breast meat they use  The rest of the coo is prime beef at prime prices",3
"11917",11984,815731384,"female","I hate when that happens    Like  it s too much to explain and they re not even really ready for the explanation   https t con4rjfYZw9W",2
"11918",11985,815731385,"female","I need more money and less problems",2
"11919",11986,815731386,"brand","6 Ways Playing Poker Can Help You in Business  and 2 Ways It Can t    https t coDBDpnbmnwW  business  smallbiz",1
"11920",11987,815731387,"female","Honestly  I have to bite my tongue when people talk about being good and bad with food  Amazing  delicious food is not always healthy",2
"11921",11988,815731388,"male","Heck yes   And I just might actually watch this one   https t cof1TOwSsuk8",3
"11922",11989,815731389,"male","I was making a joke  and it fell flat  nevermind  fail",3
"11923",11990,815731390,"brand","The Hero s Journey https t coAa0cLVYgUr via",1
"11925",11992,815731392,"male","One of the most important things to do in life is enjoy  the Moments     especially with  family and    https t co54KxVoRfxs",3
"11926",11993,815731393,"female","When will there be a meet and greet in NY area in 2016",2
"11927",11994,815731394,"brand","The weather is changing and the leaves are falling  Post your favorite fall photos with  exploreTFC https t cog2gkWXs4lJ",1
"11928",11995,815731395,"female","She actin like a whore and I m gone let her",2
"11929",11996,815731396,"female","I ll eat in my room and throw it in the trash because got I can t handle the calories",2
"11930",11997,815731397,"brand","rain and ladybug  by mutmain https t coJ48PhtzH2D",1
"11931",11998,815731398,"brand","and it didn t help that much did it",1
"11932",11999,815731399,"brand","Is anyone else s  app playing up  Mines is really slow and won t let me view stuff in the store",1
"11933",12000,815731400,"brand","Abyssal s are fierce and aggressive once they scout an opportunity to sink an enemy ship https t co4yoiOU27VQ",1
"11934",12001,815731406,"male","I m so fucking tired and autocorrect",3
"11935",12002,815731407,"brand","Just now finding out that toothpaste   shaving cream and vice versa",1
"11936",12003,815731408,"male","I voted for i Fratelli  Gino amp  39 s East  and 2 others in Best Pizza in Dallas Tournament   Round 2 https t cos2UlmOSMSr",3
"11937",12004,815731409,"male","Homework Helpers   Chemistry by Greg Curran and Curran  E book  https t cociHaesM5Ry https t couVTpV2xO3e",3
"11938",12005,815731410,"female","overanalyze and chill",2
"11939",12006,815731411,"brand","Build a Transforming Workbench  Desk  and Storage Unit  If you don  t have a lot of space  you need to make cre    https t coRgzBgUqxiM",1
"11940",12007,815731412,"male","Imaikalani Devault And A Maui Summer  School s out  The post Imaikalani Devault And A Maui Summer appeared fir    https t coavwQ4eBlsR",3
"11941",12008,815731413,"brand","Iran Contra figure Oliver North to speak at Boca charity event  Oliver North  best selling author and host of     https t cotYXKzvEQf7",1
"11942",12009,815731414,"female","Had to watch it for class and lowkey became obsessed with it   https t coGERSkL65rs",2
"11943",12010,815731415,"female","I didn t do my meal prep last night and unfortunately had Ayamase again",2
"11944",12011,815731416,"male","55 Super cool small balcony design ideas via  https t cosa21NvEwhB https t coKYEzswjPlz  realtor  interiordesign",3
"11945",12012,815731417,"female","we miss 5 mins and we ve learned the periodic table  35 formulas Christina gets 6 phones taken away amp  u drop 10",2
"11946",12013,815731418,"brand","The latest on  China s 5 year plan for economic stimulus and growth   on   https t co245UPS9l7a https t cokrVSviHtQd",1
"11947",12014,815731419,"female","Laura and Carmilla in 2x05  You re welcome  https t co7MzcDC7aS0",2
"11948",12015,815731420,"female","The smell and sights of fall can carry me away to so many places    https t cocyQJfWeYIv",2
"11949",12016,815731421,"female","Gonna kms cause I have two Friday classes and one of them is an 8am",2
"11950",12017,815731422,"female","This  ootd I got for my coworkers new born baby and he gramed a pic of it today           faded https t cohR0IQO3WBc",2
